serial_number,range,section,subdivision,township
NDM094255,102,1,"TO LOTS 1,2,5,6,7",141
NDM094255,102,1,DESC BY M&B (30.05 AC),141
NDM094255,102,1,7-Jan,141
NDM094255,102,12,E2,141
NDM094255,,,,
NDM094252,101,6,"1-4,7",146
NDM094252,,,,
NDM094253,101,8,W2,146
NDM094253,101,18,"E2,E2W2",146
NDM094253,101,18,4-Jan,146
NDM094253,,,,
NDM094250,101,32,"N2,N2SW,SESW,SE",142
NDM094250,101,33,ALL,142
NDM094250,,,,
NDM094251,101,4,"SWNE,S2NW,SW,NWSE,S2SE",146
NDM094251,101,4,"3,4",146
NDM094251,101,10,SE,146
NDM094251,101,14,SWNW,146
NDM094251,101,20,ALL,146
NDM094251,101,26,ALL,146
NDM094251,101,28,N2,146
NDM094251,,,,
NDM094241,101,14,"N2NW,SENW",141
NDM094241,,,,
NDM094258,102,10,N2N2,141
NDM094258,102,11,ALL,141
NDM094258,102,15,ALL,141
NDM094258,,,,
NDM094259,102,10,S2S2,141
NDM094259,102,14,"SWNW,N2SW,NWSE",141
NDM094259,,,,
NDM094242,101,18,SESE,141
NDM094242,,,,
NDM096899,106,24,ALL,136
NDM096899,,,,
NDM086030,105,4,"S2SW,SE",134
NDM086030,,,,
NDM086037,105,18,BED OF LTL MO RIV RIPAR,134
NDM086037,105,18,TO LOT 2 DESC BY M&B,134
NDM086037,105,18,(TR 1),134
NDM086037,105,18,BED OF LTL MO RIV RIPAR,134
NDM086037,105,18,"TO LOTS 4,10 DESC BY M&B",134
NDM086037,105,18,(TR 2),134
NDM086037,105,18,BED OF LTL MO RIV RIPAR,134
NDM086037,105,18,"TO LOTS 6,7 DESC BY M&B",134
NDM086037,105,18,(TR 3),134
NDM086037,105,20,BED OF LTL MO RIV RIPAR,134
NDM086037,105,20,"TO LOTS 1,2,4 DESC BY",134
NDM086037,105,20,M&B (TR 4),134
NDM086037,,,,
NDM086039,105,20,"SWSW,SE",134
NDM086039,105,20,"1,2,4",134
NDM086039,,,,
NDM094249,101,28,NE,142
NDM094249,101,29,ALL,142
NDM094249,101,30,SWNE,142
NDM094249,,,,
NDBLM0023512A,95,30,W2W2,149
NDBLM0023512A,95,31,"W2NE,W2",149
NDBLM0023512A,,,,
NDM093568,101,8,SWSW,139
NDM093568,,,,
NDM093379,94,22,S2SE,160
NDM093379,94,26,NW,160
NDM093379,94,27,N2NE,160
NDM093379,,,,
NDM091282,101,2,"S2NE,N2SE,SESE",137
NDM091282,101,2,"1,2,3",137
NDM091282,101,34,"NE,N2NW,SWNW,NWSW,NESE",137
NDM091282,,,,
NDM091283,101,12,"N2NW,SWNW,NWSW",137
NDM091283,101,34,SENW,137
NDM091283,,,,
NDM099460,103,2,S2NE,145
NDM099460,103,2,"1,2",145
NDM099460,,,,
NDM075387,101,31,E2W2,144
NDM075387,101,31,4-Jan,144
NDM075387,101,33,"N2SW,SESW,W2SE",144
NDM075387,,,,
NDM090852,105,6,BED LITTLE MISSOURI RIV,130
NDM090852,105,6,RIPAR TO LOT 8 DESC BY,130
NDM090852,105,6,M&B,130
NDM090852,,,,
NDM075388,101,23,"E2,E2SW",144
NDM075388,101,24,S2,144
NDM075388,101,25,ALL,144
NDM075388,,,,
NDM098782,97,35,"SESW,S2SE",154
NDM098782,,,,
NDM105670,97,23,ACCR TO LOT 2 LESS 18.87,154
NDM105670,97,23,AC IN LOT 5 (150.83 AC),154
NDM105670,97,23,ACCR TO LOT 3 (25.07 AC),154
NDM105670,97,23,"2,3",154
NDM105670,,,,
NDM087494,98,18,W2SE,145
NDM087494,98,18,"LOTS 3,4 EXCL 2.98 AC IN",145
NDM087494,98,18,HWY ROW,145
NDM087494,98,18,E2SW EXCL 2.3 AC IN,145
NDM087494,98,18,HWY ROW,145
NDM087494,98,19,E2 EXCL 7.84 AC IN HWY,145
NDM087494,98,19,ROW,145
NDM087494,98,19,E2W2 EXCL 0.75 AC IN,145
NDM087494,98,19,HWY ROW,145
NDM087494,98,19,"1,2,3,4",145
NDM087494,98,20,"NWNE,N2NW,SWNW",145
NDM087494,,,,
NDM087496,98,28,NW,145
NDM087496,98,29,ALL LESS 10.34 AC IN,145
NDM087496,98,29,HWY ROW,145
NDM087496,,,,
NDM087497,98,33,SW EXCL 1.05 AC IN HWY,145
NDM087497,98,33,SW EXCL 1.05 AC IN HWY,145
NDM087497,98,33,ROW,145
NDM087497,98,33,ROW,145
NDM087497,,,,
NDM083792,104,26,SESE,143
NDM083792,,,,
NDM083791,103,34,"NW,S2",144
NDM083791,,,,
NDM083790,103,34,N2,143
NDM083790,103,35,ALL INCL TR2 DESC BY M&B,143
NDM083790,,,,
NDM087499,99,13,NE,145
NDM087499,99,13,NE,145
NDM087499,99,13,S2 LESS 6.33AC HWY R/W,145
NDM087499,99,13,S2 LESS 6.33AC HWY R/W,145
NDM087499,,,,
NDM101024,102,9,2,143
NDM101024,,,,
NDM101025,102,21,BED LTL MO RVR RIPAR TO,144
NDM101025,102,21,"LOTS 2,3,7 DESC BY M&B",144
NDM101025,,,,
NDM101026,102,21,BED OF LTL MO RVR RIPAR,144
NDM101026,102,21,TO LOT 8 DESC BY M&B,144
NDM101026,,,,
NDM101020,101,2,"S2N2,S2",146
NDM101020,101,2,"1,2,3,4",146
NDM101020,101,12,E2,146
NDM101020,,,,
NDM101021,101,6,"SESW,S2SE",146
NDM101021,,,,
NDM101022,101,26,2,147
NDM101022,101,28,POR LOT 2 EXCL 5.00 AC,147
NDM101022,101,28,DESC BY M&B,147
NDM101022,,,,
NDM101023,101,28,1,147
NDM101023,,,,
NDM101029,102,22,"NENE,S2NE,N2S2,SWSW",147
NDM101029,,,,
NDM0049499,95,2,SWNE,153
NDM0049499,,,,
NDM064177,103,22,NE,143
NDM064177,,,,
NDM096878,94,3,S2,144
NDM096878,94,15,N2,144
NDM096878,,,,
NDM096879,95,18,NE,143
NDM096879,,,,
NDM099288,104,33,"SWNE,E2SE",149
NDM099288,,,,
NDM099289,104,33,SENW,149
NDM099289,,,,
NDM030596,102,5,"SWNW,NWSW",151
NDM030596,102,5,"3,4",151
NDM030596,102,11,SE,151
NDM030596,,,,
NDM099280,92,23,E2,151
NDM099280,92,24,"E2NW,S2",151
NDM099280,92,25,"W2NE,NW",151
NDM099280,92,25,TR N 1272 (1.40 AC),151
NDM099280,92,36,"NW,E2NESW,N2SE",151
NDM099280,,,,
NDM099281,96,22,E2NE,149
NDM099281,,,,
NDM096874,93,29,NW,142
NDM096874,,,,
NDM030592,96,33,SE,139
NDM030592,,,,
NDM096876,94,10,W2,142
NDM096876,94,20,N2S2,142
NDM096876,,,,
NDM087787,97,7,THE RR ROW CROSSING THE,139
NDM087787,97,7,FOLLOWING LANDS,139
NDM087787,97,7,"SWSE,SESE",139
NDM087787,97,8,"SWSW,SESW",139
NDM087787,97,14,NWNW,139
NDM087787,97,16,"SENE,SWNE,NWNW,SWNW,SENW",139
NDM087787,97,17,"NENE,NWNE,SENE,NENW",139
NDM087787,,,,
NDM094240,101,14,NE,141
NDM094240,,,,
NDM098567,100,14,SENW,152
NDM098567,,,,
NDM017502,101,22,NW,144
NDM017502,,,,
NDM102947,84,23,SE,160
NDM102947,84,24,SW,160
NDM102947,84,26,NE,160
NDM102947,,,,
NDM017500,101,14,SW,142
NDM017500,,,,
NDM017506,104,2,4,148
NDM017506,104,14,N2NE,148
NDM017506,104,21,ALL,148
NDM017506,104,27,"W2NE,SENE,W2,SE",148
NDM017506,104,35,ALL,148
NDM017506,,,,
NDM027375A,96,2,S2NE,147
NDM027375A,,,,
NDM0066604,95,27,7,154
NDM0066604,,,,
NDM099133,103,6,"E2SW,SE",138
NDM099133,103,6,"1,2,3,4,6,7",138
NDM099133,103,18,"E2,E2W2",138
NDM099133,103,18,"1,2,3,4",138
NDM099133,103,19,"E2,E2W2",138
NDM099133,103,19,"1,2,3,4",138
NDM099133,,,,
NDM099136,105,1,S2,136
NDM099136,105,1,12-Jan,136
NDM099136,105,3,12-Jan,136
NDM099136,105,4,SE,136
NDM099136,105,4,12-Jan,136
NDM099136,105,6,"1,2,5-12",136
NDM099136,105,8,"NW,N2S2",136
NDM099136,,,,
NDM099137,105,9,ALL,136
NDM099137,105,10,"SENE,S2S2,NESE",136
NDM099137,105,11,"NE,S2",136
NDM099137,105,13,ALL,136
NDM099137,105,14,E2,136
NDM099137,,,,
NDM099138,105,18,"E2W2,SE",136
NDM099138,105,18,"1,2,3,4",136
NDM099138,105,20,"NW,N2SE",136
NDM099138,105,20,S2NE EXCL 3.0 AC DESC,136
NDM099138,105,20,BY M&B,136
NDM099138,105,28,"W2NE,NW,W2SW",136
NDM099138,105,30,E2NW,136
NDM099138,105,30,"1,2",136
NDM099138,,,,
NDM099139,105,23,ALL,136
NDM099139,,,,
NDM106468,94,32,2,154
NDM106468,,,,
NDM038332,105,6,"S2NE,SENW,E2SW,SE",131
NDM038332,105,6,7-Jan,131
NDM038332,105,17,"SENW,S2SE",131
NDM038332,105,21,"W2NW,SESW,S2SE",131
NDM038332,105,27,SESE,131
NDM038332,105,32,"SENE,NESE",131
NDM038332,105,33,"S2N2,NESW",131
NDM038332,105,34,"N2NE,S2N2,NENW,N2S2",131
NDM038332,,,,
NDM038330,102,20,"2,3",153
NDM038330,102,22,"2,3",153
NDM038330,102,25,"7,8 EXCL 42.5548 AC",153
NDM038330,102,26,"7,8",153
NDM038330,102,29,3,153
NDM038330,102,34,7,153
NDM038330,,,,
NDM085235,99,19,E2SW,145
NDM085235,99,19,"3,4",145
NDM085235,,,,
NDM085238,102,26,POR OF RESURVEYED,146
NDM085238,102,26,LOT 9 NOT INCLUDED IN,146
NDM085238,102,26,NDM81410 & NDM81917,146
NDM085238,102,26,POR OF TR 37 EXCL,146
NDM085238,102,26,LANDS IN NDM81410 (L 2),146
NDM085238,102,26,AND NDM81917 (RIVERBED,146
NDM085238,102,26,RIPAR TO L 2) AND EXCL,146
NDM085238,102,26,POR OF TR 37 EXTENDING,146
NDM085238,102,26,INTO SEC 27,146
NDM085238,,,,
NDM085239,102,27,PORTION OF TRACT 37 LYING,146
NDM085239,102,27,IN NE,146
NDM085239,,,,
NDM032760,100,2,"SWNW,NWSW,W2SE",143
NDM032760,100,2,4,143
NDM032760,100,20,"SENE,SW,NESE,S2SE",143
NDM032760,100,24,SE,143
NDM032760,100,25,N2,143
NDM032760,100,26,NE,143
NDM032760,100,27,NE,143
NDM032760,100,28,NE,143
NDM032760,100,30,"E2SW,SE",143
NDM032760,100,30,4-Mar,143
NDM032760,100,32,N2NE,143
NDM032760,,,,
NDM032769,103,5,"SENE,SE",149
NDM032769,,,,
NDM098360,101,5,"S2NW,S2",143
NDM098360,,,,
NDM079417,101,18,"NE,E2NW",143
NDM079417,101,18,"1,2",143
NDM079417,,,,
NDM016692,101,28,"NW,N2SW,NWSE",143
NDM016692,,,,
NDM023610,102,10,"NWNW,W2SE",142
NDM023610,102,10,1,142
NDM023610,,,,
NDM094083,99,29,ALL,143
NDM094083,99,30,"S2NE,E2W2,SE",143
NDM094083,99,30,4-Jan,143
NDM094083,99,31,NE,143
NDM094083,99,32,N2,143
NDM094083,,,,
NDM094082,99,19,"E2,E2NW",143
NDM094082,99,19,"1,2",143
NDM094082,,,,
NDM094081,98,3,"SWNW,NWSW,E2SE",147
NDM094081,98,3,BED LTL MO RVR RIPAR TO,147
NDM094081,98,3,LOTS 5-13 DESC BY M&B,147
NDM094081,98,3,13-May,147
NDM094081,98,4,SWNW,147
NDM094081,98,4,BED LTL MO RVR RIPAR TO,147
NDM094081,98,4,"LOTS 5,6,7 DESC BY M&B",147
NDM094081,98,4,"4,5,6,7",147
NDM094081,98,9,S2,147
NDM094081,98,9,BED LTL MO RVR RIPAR TO,147
NDM094081,98,9,"LOTS 4,5,6 DESC BY M&B",147
NDM094081,98,9,"4,5,6",147
NDM094081,,,,
NDM094080,92,4,1,153
NDM094080,92,27,SWNE,153
NDM094080,92,33,"W2E2,SENE,NESE",153
NDM094080,92,34,"NENW,SWNW,NWSW",153
NDM094080,,,,
NDBIS0024235,107,26,SWNE,131
NDBIS0024235,,,,
NDM094086,100,6,"SENW,E2SW,W2SE",143
NDM094086,100,6,"3,4,5",143
NDM094086,100,8,ALL,143
NDM094086,100,18,"E2,E2W2",143
NDM094086,100,18,"1,2,3,4",143
NDM094086,,,,
NDM094085,100,6,"S2NE,E2SE",143
NDM094085,100,6,"1,2,6,7",143
NDM094085,,,,
NDM094084,99,32,SW,143
NDM094084,,,,
NDM098087,94,3,3,152
NDM098087,,,,
NDM098086,94,24,"S2NW,N2N2SW,N2NWSE,SESE",147
NDM098086,94,24,"S2NW,N2N2SW,N2NWSE,SESE",147
NDM098086,94,24,"3,4,6",147
NDM098086,,,,
NDM094089,100,28,NW,143
NDM094089,,,,
NDM094088,100,11,SW,143
NDM094088,100,13,SE,143
NDM094088,100,14,"E2SW,SE EXCL 2.0 AC",143
NDM094088,100,14,IN SESE,143
NDM094088,100,24,NW,143
NDM094088,,,,
NDM098083,93,10,NW,155
NDM098083,,,,
NDM098082,92,32,"E2SW,W2SE",156
NDM098082,,,,
NDM098081,92,5,2,155
NDM098081,,,,
NDM080572,96,10,NWSE,153
NDM080572,,,,
NDM032694,85,1,S2NW,158
NDM032694,85,1,4-Mar,158
NDM032694,,,,
NDM032695,85,1,SW,158
NDM032695,,,,
NDM093965,86,13,W2W2 LESS 8.15 AC IN,160
NDM093965,86,13,RR ROW,160
NDM093965,,,,
NDM093967,97,13,"NWNE,S2NE,NW,S2",153
NDM093967,97,14,NE,153
NDM093967,,,,
NDM093966,92,3,NWSW,160
NDM093966,,,,
NDM093969,97,25,"SWNW,N2S2",153
NDM093969,,,,
NDM093968,97,24,"E2,E2W2,NWNW,SWSW",153
NDM093968,97,25,"NE,N2NW,SENW,S2S2",153
NDM093968,97,26,"S2NE,SE",153
NDM093968,,,,
NDBLMA0037199,95,2,"SENW,E2SW,SWSW",153
NDBLMA0037199,95,2,LOT 4 EXCL 25AC SURNDING,153
NDBLMA0037199,95,2,WELL #A102,153
NDBLMA0037199,95,6,E2SW EXCL 25AC SURNDING,153
NDBLMA0037199,95,6,WELL #D206 IN SESW,153
NDBLMA0037199,95,6,6-7 EXCL 25AC SURNDING,153
NDBLMA0037199,95,6,WELL #C-106 IN LOT 6,153
NDBLMA0037199,95,7,E2NW EXCL 25AC SURNDING,153
NDBLMA0037199,95,7,WELL #B207 IN SENW,153
NDBLMA0037199,95,7,1-2 EXCL 25AC SURNDING,153
NDBLMA0037199,95,7,WELL #A107 IN LOT 1,153
NDBLMA0037199,96,1,"SENE,NESE",153
NDBLMA0037199,96,1,1,153
NDBLMA0037199,,,,
NDBLMA0025873B,102,12,E2SW,139
NDBLMA0025873B,102,14,"W2NE,W2,NWSE,S2SE",139
NDBLMA0025873B,,,,
NDM102634,102,20,ALL,134
NDM102634,102,28,"W2NE,NW",134
NDM102634,102,29,ALL,134
NDM102634,,,,
NDM102635,102,25,N2,134
NDM102635,,,,
NDM102636,102,36,"NWSW,S2SW,SWSE",134
NDM102636,,,,
NDM102637,102,3,"S2N2,SE",135
NDM102637,102,3,"1,2,3,4",135
NDM102637,,,,
NDM102630,102,8,NW EXCL 2.92 AC RR ROW,133
NDM102630,,,,
NDM102631,102,28,NW,133
NDM102631,102,29,E2,133
NDM102631,,,,
NDM102632,102,30,SE,133
NDM102632,102,31,"E2,E2W2",133
NDM102632,102,31,"1,2,3,4",133
NDM102632,,,,
NDM102633,102,13,NE,134
NDM102633,,,,
NDM102638,102,4,"S2NE,SE",135
NDM102638,102,4,"1,2",135
NDM102638,,,,
NDM102639,102,5,"S2NW,N2SW",135
NDM102639,102,5,"3,4",135
NDM102639,102,6,S2NE,135
NDM102639,102,6,"1,2",135
NDM102639,,,,
NDM098555,91,35,"N2NESW,W2SW",152
NDM098555,,,,
NDM098557,92,35,SE,152
NDM098557,,,,
NDM098556,92,26,S2,152
NDM098556,92,36,S2,152
NDM098556,,,,
NDM098551,91,22,SE,151
NDM098551,,,,
NDM098550,91,15,"NW,S2",151
NDM098550,91,21,ALL,151
NDM098550,91,22,"N2,SW",151
NDM098550,,,,
NDM098553,91,34,SE,151
NDM098553,,,,
NDM098552,91,27,N2,151
NDM098552,91,28,"N2,SW",151
NDM098552,91,28,POR OF SESESESE,151
NDM098552,91,28,(TR N 1232),151
NDM098552,91,34,W2,151
NDM098552,,,,
NDM098559,93,23,NWNWSW,152
NDM098559,,,,
NDM098558,92,27,"NW,E2SW,SE",152
NDM098558,92,34,"NE,E2E2NW,E2SE,E2W2SE",152
NDM098558,92,35,N2,152
NDM098558,92,36,N2,152
NDM098558,,,,
NDM086255,103,12,N2,138
NDM086255,,,,
NDM086254,103,6,"E2SW,SE",138
NDM086254,103,6,"1,2,3,4,6,7",138
NDM086254,,,,
NDM086257,103,15,ALL,138
NDM086257,,,,
NDM086256,103,12,S2,138
NDM086256,,,,
NDM086251,103,30,E2W2,137
NDM086251,103,30,"1,2,3,4",137
NDM086251,103,31,"NE,E2NW,NESW",137
NDM086251,103,31,7-Jan,137
NDM086251,,,,
NDM086250,103,29,ALL,137
NDM086250,103,32,N2,137
NDM086250,,,,
NDM086253,103,34,N2NW,137
NDM086253,,,,
NDM086252,103,32,NESE,137
NDM086252,103,32,"2,3",137
NDM086252,,,,
NDM086258,103,18,"E2,E2W2",138
NDM086258,103,18,"1,2,3,4",138
NDM086258,103,19,"E2,E2W2",138
NDM086258,103,19,"1,2,3,4",138
NDM086258,,,,
NDM094248,101,22,W2,142
NDM094248,101,28,W2,142
NDM094248,101,34,ALL,142
NDM094248,,,,
NDM093766,102,30,"E2,E2W2",148
NDM093766,102,30,4-Jan,148
NDM093766,102,32,ALL,148
NDM093766,,,,
NDM093765,102,32,"NW,S2",140
NDM093765,,,,
NDM093764,102,32,NE,140
NDM093764,,,,
NDM093763,101,33,W2,148
NDM093763,101,34,"E2NE,S2",148
NDM093763,,,,
NDM093762,101,33,E2,148
NDM093762,,,,
NDM093761,101,21,N2N2,148
NDM093761,101,22,SENE,148
NDM093761,,,,
NDM093760,101,6,"S2NE,SENW,E2SW,SE",142
NDM093760,101,6,7-Jan,142
NDM093760,,,,
NDM093769,103,10,"N2,SW",143
NDM093769,,,,
NDM102128,86,18,E2SW,158
NDM102128,86,18,"3,4",158
NDM102128,86,19,W2NE,158
NDM102128,,,,
NDM080316,102,16,BED OF  LTL MISSOURI RVR,143
NDM080316,102,16,DESC BY M&B,143
NDM080316,102,36,BED OF LTL MISSOURI RVR,143
NDM080316,102,36,DESC BY M&B,143
NDM080316,,,,
NDM102945,82,4,S2NW,158
NDM102945,82,4,"3,4",158
NDM102945,,,,
NDM102942,101,2,"9,10",152
NDM102942,,,,
NDM083973,106,32,BED OF LITTLE MISSOURI,130
NDM083973,106,32,"RIV RIPAR TO LOTS 8,9",130
NDM083973,106,32,DESC BY M&B 19.76AC,130
NDM083973,106,32,"8,9",130
NDM083973,,,,
NDM083972,106,8,SWSE,129
NDM083972,,,,
NDM083971,106,10,"NWNE,S2NE,E2SE",129
NDM083971,106,10,RIVERBED RIPAR TO LOTS 1-,129
NDM083971,106,10,"8 (TRACT 4, 51.35 AC)",129
NDM083971,106,10,"1,2,3,4,5,8",129
NDM083971,,,,
NDM023760,100,16,"T1,BED LTL MO RVR RIPR",147
NDM023760,100,16,"T1,BED LTL MO RVR RIPR",147
NDM023760,100,16,"LOTS 1,2,3 DESC BY M&B",147
NDM023760,100,16,"LOTS 1,2,3 DESC BY M&B",147
NDM023760,100,20,"T2,BED LTL MO RVR RIPR",147
NDM023760,100,20,"LOTS 1,2 DESC BY M&B",147
NDM023760,101,22,"T3,BED LTL MO RVR RIPR",147
NDM023760,101,22,"LOTS 1,2,4-7 DESC BY M&B",147
NDM023760,101,24,"T4,BED LTL MO RVR RIPR",147
NDM023760,101,24,"LOTS 1,2,5 DESC BY M&B",147
NDM023760,101,26,"T5,BED LTL MO RVR RIPR",147
NDM023760,101,26,"LOTS 1,3-6 DESC BY M&B",147
NDM023760,,,,
NDM102126,83,33,NE,159
NDM102126,,,,
NDM102127,85,35,NWNE,157
NDM102127,,,,
NDM085935,100,32,NE,145
NDM085935,,,,
NDM099140,105,24,N2,136
NDM099140,,,,
NDM093549,100,30,BED OF THE LTL MO RVR,147
NDM093549,100,30,RIPAR TO LOTS 1-8 INCL,147
NDM093549,100,30,DESC BY M&B (55.895 AC),147
NDM093549,100,30,"5,6,7,10",147
NDM093549,100,34,ALL,147
NDM093549,,,,
NDM093548,100,30,SESW,147
NDM093548,100,30,11,147
NDM093548,,,,
NDM085937,101,2,S2,145
NDM085937,101,4,"S2N2,S2",145
NDM085937,101,4,"1,2,3,4",145
NDM085937,101,12,NW,145
NDM085937,101,30,"N2NE,SENE,SE",145
NDM085937,101,34,SW,145
NDM085937,,,,
NDM094263,102,24,SESE,142
NDM094263,,,,
NDM094262,102,23,BED LTL MO RVR RIPAR,142
NDM094262,102,23,"TO LOTS 8,9,11,12 DESC",142
NDM094262,102,23,BY M&B (16.89 AC),142
NDM094262,,,,
NDM094261,102,2,BED LTL MO RVR RIPAR,142
NDM094261,102,2,TO LOT 11 DESC BY M&B,142
NDM094261,102,2,(6.004 AC),142
NDM094261,102,2,11,142
NDM094261,102,20,"E2NE,W2NW",142
NDM094261,,,,
NDM093540,100,30,"NENE,SESE",145
NDM093540,,,,
NDM093547,100,27,ALL,147
NDM093547,,,,
NDM093546,100,26,"NWNW,S2NW,SW",147
NDM093546,,,,
NDM093545,100,22,ALL,147
NDM093545,100,28,"NE,S2",147
NDM093545,,,,
NDM080953,96,4,SW,147
NDM080953,96,28,"NENW,SW,N2SE",148
NDM080953,96,33,"SWNE,S2NW,E2SW,W2SE",148
NDM080953,,,,
NDM090822,105,15,E2SE,148
NDM090822,105,15,"3,4",148
NDM090822,,,,
NDM070638,95,5,"SWSE,SWSW",153
NDM070638,95,8,"NWNE,NWNW,SESW",153
NDM070638,,,,
NDM070639,95,2,"SWNW,NWSW",153
NDM070639,95,2,"2,3",153
NDM070639,95,10,"NENE,NWNW,S2N2,N2SE",153
NDM070639,95,11,"W2NW,NWSW",153
NDM070639,,,,
NDM092386,79,6,"SENW,E2SW",163
NDM092386,79,6,3,163
NDM092386,79,7,E2W2,163
NDM092386,79,7,"1,2,3,4",163
NDM092386,80,12,NE,163
NDM092386,,,,
NDM092387,104,5,12,152
NDM092387,,,,
NDM088341,99,30,E2W2,144
NDM088341,99,30,"1,2,3,4",144
NDM088341,,,,
NDM093381,94,30,E2NW,162
NDM093381,94,30,"1,2",162
NDM093381,,,,
NDM093380,94,26,SW,161
NDM093380,,,,
NDM093383,96,19,"E2,E2W2",149
NDM093383,96,19,"1,2,3,4",149
NDM093383,96,20,N2,149
NDM093383,96,21,"N2,NESW,S2SW,SE",149
NDM093383,96,30,"NE,NENW",149
NDM093383,96,30,1,149
NDM093383,96,31,"LOTS 6,7 EXCL 18.06 AC",149
NDM093383,96,31,IN RR ROW,149
NDM093383,,,,
NDM093382,96,2,"SENE,SWNW,NWSW,NESE",148
NDM093382,96,3,"SENE,E2SE",148
NDM093382,96,10,"E2NE,N2SW,NESE",148
NDM093382,96,11,N2,148
NDM093382,,,,
NDM093385,96,22,"W2NE,NW,E2SW,SE",149
NDM093385,96,26,SW,149
NDM093385,96,27,NW,149
NDM093385,96,34,"SENE,NESE",149
NDM093385,96,35,W2NW,149
NDM093385,,,,
NDM092703,106,2,"S2NW,S2",129
NDM092703,106,2,"3,4",129
NDM092703,,,,
NDM093387,96,23,SW,149
NDM093387,96,29,NWNW,149
NDM093387,,,,
NDM093386,96,23,"E2,S2NW",149
NDM093386,96,24,"E2NE,S2NW,W2SW,N2SE",149
NDM093386,,,,
NDM093389,96,27,"S2NE,N2S2",149
NDM093389,,,,
NDM093388,96,26,N2,149
NDM093388,96,34,"SWNE,S2NW,SW,W2SE,SESE",149
NDM093388,96,35,"E2,E2NW,SW",149
NDM093388,,,,
NDM102493,95,7,"POR LOTS 2,3, S2S2NE",139
NDM102493,95,7,"NESW, N2N2SE LYING IN",139
NDM102493,95,7,RR ROW (47.15 AC),139
NDM102493,95,8,"POR S2S2NW, N2SW, SE",139
NDM102493,95,8,LYING IN RR ROW,139
NDM102493,95,8,(55.96 AC),139
NDM102493,95,9,POR S2SWSW LYING IN,139
NDM102493,95,9,RR ROW (4.88 AC),139
NDM102493,95,10,"POR SESESW, S2S2SE",139
NDM102493,95,10,LYING IN RR ROW,139
NDM102493,95,10,(3.57 AC),139
NDM102493,95,13,POR N2 LYING IN RR,139
NDM102493,95,13,ROW (55.55 AC),139
NDM102493,95,14,"POR NE, N2NW LYING IN",139
NDM102493,95,14,RR ROW (37.03 AC),139
NDM102493,95,15,"POR N2N2NE, NW, NWSW",139
NDM102493,95,15,LYING IN RR ROW,139
NDM102493,95,15,(56.26 AC),139
NDM102493,95,16,"POR S2NE, NW, N2SE",139
NDM102493,95,16,LYING IN RR ROW,139
NDM102493,95,16,(58.18 AC),139
NDM102493,97,7,"POR LOT 4, SESW LYING",139
NDM102493,97,7,IN RR ROW (22.16 AC),139
NDM102493,98,8,"POR N2N2, NESENE LYING",139
NDM102493,98,8,IN RR ROW (41.54 AC),139
NDM102493,98,9,"POR S2NE, NW, N2N2SE",139
NDM102493,98,9,LYING IN RR ROW,139
NDM102493,98,9,(52.56 AC),139
NDM102493,98,10,"POR N2SW, SE LYING IN",139
NDM102493,98,10,RR ROW (50.15 AC),139
NDM102493,98,11,"POR S2SW, S2S2SE LYING",139
NDM102493,98,11,IN RR ROW (49.54 AC),139
NDM102493,98,12,POR S2S2S2 LYING IN,139
NDM102493,98,12,RR ROW (48.51 AC),139
NDM102493,,,,
NDM099457,93,19,6,153
NDM099457,93,30,E2W2,153
NDM099457,93,30,"2,3,4,5",153
NDM099457,93,31,"S2NE,E2W2,SE",153
NDM099457,93,31,"1,2,3,4",153
NDM099457,93,32,"SW,W2SE,SESE",153
NDM099457,,,,
NDM099456,93,33,"NWSW,N2NESE",152
NDM099456,,,,
NDM099454,90,18,E2SW,151
NDM099454,90,18,"3,4",151
NDM099454,,,,
NDM098944,91,22,"SENESE,SESE",152
NDM098944,91,23,TR P 1311 IN S2,152
NDM098944,91,23,(313.00 AC),152
NDM098944,91,24,W2W2SW,152
NDM098944,91,27,E2SENW,152
NDM098944,91,33,"E2E2NE,S2NW,S2",152
NDM098944,91,34,S2,152
NDM098944,91,35,NW,152
NDM098944,91,35,W2NWNE (TR P 1315),152
NDM098944,,,,
NDM087313,106,23,NWNE,131
NDM087313,,,,
NDM087312,106,23,"SWNE,S2NW,SW,W2SE",131
NDM087312,106,23,NWNW EXCL 1 AC IN NWNW,131
NDM087312,106,23,BED LITTLE MISSOURI RVR,131
NDM087312,106,23,"RIPAR TO L 2,3, M-B",131
NDM087312,106,23,"2,3",131
NDM087312,,,,
NDM075390,101,3,"S2N2,S2",144
NDM075390,101,3,4-Jan,144
NDM075390,101,7,"E2,E2NW",144
NDM075390,101,7,"1,2",144
NDM075390,101,11,ALL,144
NDM075390,,,,
NDM075391,101,10,"NE,S2SW,E2SE",144
NDM075391,101,24,N2,144
NDM075391,101,30,S2SE,144
NDM075391,,,,
NDM091458,102,6,"S2NE,SENW,E2SW,SE",147
NDM091458,102,6,7-Jan,147
NDM091458,,,,
NDM0028860,95,23,NWNE,158
NDM0028860,,,,
NDM091456,101,18,E2W2,147
NDM091456,101,18,"1,2,3,4",147
NDM091456,101,20,"S2NE,E2SW,SE",147
NDM091456,101,24,N2,147
NDM091456,101,26,"W2NW,S2",147
NDM091456,101,26,"1,3,4,5,6",147
NDM091456,101,30,"S2NE,SENW,NESW",147
NDM091456,,,,
NDM078737,101,15,NW,144
NDM078737,,,,
